imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0005916,Posle smerti,Posle smerti,1915,29-12-1915,Drama,46,Russia,Russian,Yevgeny Bauer,"Yevgeny Bauer, Ivan Turgenev",Khanzhonkov,"Vitold Polonsky, Olga Rakhmanova, Vera Karalli, Mariya Khalatova, Tamara Gedevanova, Marfa Kassatskaya, Georg Asagaroff","Andrei lives a secluded life with his aunt, studying and thinking about his now-deceased mother. His friend Tsenin is concerned, and tries to get Andrei to accompany him to social events. ...",7,751,,,,,10,5
tt0005951,Rapsodia satanica,Rapsodia satanica,1917,01-07-1917,"Drama, Fantasy, Horror",55,Italy,,Nino Oxilia,"Alberto Fassini, Alberto Fassini",Società Italiana Cines,"Lyda Borelli, Andrea Habay, Ugo Bazzini, Giovanni Cini","A Faustian tale about an old woman who makes a pact with Mephisto to regain her youth, in return she must stay away from love. After the deal she meets two brothers who fall in love with her.",6.9,535,,,,,5,5
tt0005960,The Regeneration,The Regeneration,1915,13-09-1915,"Biography, Crime, Drama",72,USA,English,Raoul Walsh,"Owen Frawley Kildare, Raoul Walsh",Fox Film Corporation,"John McCann, James A. Marcus, Maggie Weston, Harry McCoy, Rockliffe Fellowes, William Sheer, Carl Harbaugh, Anna Q. Nilsson",A boy surrounded by violence grows up to become an infamous gangster.,6.9,1047,,,,,17,15
tt0006206,Les vampires,Les vampires,1915,13-11-1915,"Action, Adventure, Crime",421,France,French,Louis Feuillade,Louis Feuillade,Société des Etablissements L. Gaumont,"Musidora, Édouard Mathé, Marcel Lévesque, Jean Aymé, Fernand Herrmann, Stacia Napierkowska, Renée Carl, Suzanne Delvé, Georgette Faraboni, Jacques Feyder, Fridolin, Rita Herlor, Émile Keppens, Louise Lagrange, Suzanne Le Bret",An intrepid reporter and his loyal friend battle a bizarre secret society of criminals known as The Vampires.,7.3,3936,,,,,22,52
tt0006327,Young Romance,Young Romance,1915,21-01-1915,Comedy,59,USA,English,George Melford,"William C. de Mille, William C. de Mille",Jesse L. Lasky Feature Play Company,"Edith Taliaferro, Florence Dagmar, Tom Forman, Frederick Wilson, Al Ernest Garcia, Marshall Mackaye, Harry De Vere, J. Parks Jones, Violet Drew, Mrs. Lewis McCord, Gertrude Kellar, Charles Wells, Dorothy Abril, Miss White, Raymond Hatton","Young Romance, released in 1915, is a recent rediscovery that forever silences the claim that refined comedy cannot be conveyed via the screen. This disguise plot, worthy of an Elizabethan ...",6,143,,,,,7,1
tt0006333,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",1916,24-12-1916,"Action, Adventure, Sci-Fi",105,USA,English,Stuart Paton,Jules Verne,Williamson Submarine Film Corporation,"Dan Hanlon, Edna Pendleton, Curtis Benton, Allen Holubar, Matt Moore, Jane Gail, Howard Crampton, William Welsh, Lois Alexander, Wallis Clark",A French professor and his daughter accompany Captain Nemo on an adventure aboard a submarine.,6.2,1440,$ 200000,,,,26,16
tt0006509,The Children in the House,The Children in the House,1916,30-04-1916,Drama,50,USA,English,"Chester M. Franklin, Sidney Franklin",Roy Somerville,Fine Arts Film Company,"Norma Talmadge, Alice Wilson, Jewel Carmen, William Hinckley, W.E. Lawrence, George C. Pearce, Eugene Pallette, Walter Long, Alva D. Blake, Georgie Stone, Violet Radcliffe, 'Baby' Carmen De Rue, Francis Carpenter, Ninon Fovieri",Roy Somerville has turned out a rather interesting story that will hold the interest of the majority of audiences as produced by the Triangle-Fine Arts Company. It is a five-reel feature ...,4.6,554,,,,,4,
tt0006517,Civilization,Civilization,1915,02-06-1916,Drama,78,USA,,"Reginald Barker, Thomas H. Ince",C. Gardner Sullivan,Thomas H. Ince Corporation,"Howard Hickman, Enid Markey, Lola May, Kate Bruce, J. Frank Burke, Claire Du Brey, George Fisher, Charles K. French, Thomas H. Ince, Herschel Mayall, Fanny Midgley, J. Barney Sherry, Jerome Storm, Ethel Ullman, Woodrow Wilson",Christ takes on the form of a pacifist count to end a senseless war.,6,256,,,,,7,6
tt0006589,The Devil's Needle,The Devil's Needle,1916,13-08-1916,Drama,59,USA,English,Chester Withey,"Roy Somerville, Chester Withey",Fine Arts Film Company,"Tully Marshall, Norma Talmadge, Marguerite Marsh, F.A. Turner, Howard Gaye, John E. Brennan, Paul Le Blanc","Wynne Mortimer, a pampered society girl and daughter of William Mortimer, a prominent business man, chances to meet David White, a young artist whose fame is already assured, at an art ...",6.8,111,,,,,4,11
tt0006617,Dödskyssen,Dödskyssen,1916,25-08-1916,"Comedy, Crime, Drama",60,Sweden,,Victor Sjöström,"A.V. Samsjö, Sam Ask",Svenska Biografteatern AB,"Victor Sjöström, Albin Lavén, Mathias Taube, Wanda Rothgardt, Jenny Tschernichin-Larsson",Dr Monro is found dead in his home. Three people are testifying before the police about what happened.,6.1,186,,,,,,1
tt0006688,Flirting with Fate,Flirting with Fate,1916,09-07-1916,"Adventure, Comedy",57,USA,English,Christy Cabanne,Robert M. Baker,Fine Arts Film Company,"Douglas Fairbanks, Jewel Carmen, Howard Gaye, W.E. Lawrence, George Beranger, Dorothy Haydel, Lillian Langdon, Wilbur Higby, J.P. McCarty","In the midst of an emotional depression, a man hires a murderer to kill him. But the despair soon passes, and the man must now escape the killer he's hired to end his life.",6.3,132,,,,,6,2
tt0006731,Going Straight,Going Straight,1916,04-06-1916,"Crime, Drama",60,USA,English,"Chester M. Franklin, Sidney Franklin",Bernard McConville,Fine Arts Film Company,"Norma Talmadge, Ralph Lewis, Ninon Fovieri, Francis Carpenter, Fern Collier, Ruth Handforth, Eugene Pallette, Georgie Stone, Kate Toncray, 'Baby' Carmen De Rue, Violet Radcliffe","A man and his wife both have criminal pasts, but have quit crime and are now respectable citizens. One day a member of their old gang shows up and threatens to expose them if they don't ...",5.3,603,,,,,7,
tt0006736,The Good Bad-Man,The Good Bad-Man,1916,21-04-1916,"Romance, Western",50,USA,English,Allan Dwan,Douglas Fairbanks,Fine Arts Film Company,"Douglas Fairbanks, Sam De Grasse, Pomeroy Cannon, Joseph Singleton, Bessie Love, Mary Alden, George Beranger, Fred Burns","An outlaw calling himself Passin' Through halts his ""evil"" ways long enough to help out some children in difficulty.",6.6,122,,,,,4,2
tt0006745,Gretchen the Greenhorn,Gretchen the Greenhorn,1916,03-09-1916,"Crime, Drama, Romance",58,USA,English,"Chester M. Franklin, Sidney Franklin",Bernard McConville,Fine Arts Film Company,"Dorothy Gish, Ralph Lewis, Eugene Pallette, Elmo Lincoln, Frank Bennett, Georgie Stone, Kate Bruce",A kindly Dutch immigrant and her bumbling father are blackmailed by a gang of counterfeiters.,5.8,469,,,,,7,1
tt0006753,The Half-Breed,The Half-Breed,1916,30-07-1916,Western,73,USA,English,Allan Dwan,"Bret Harte, Anita Loos",Fine Arts Film Company,"Douglas Fairbanks, Alma Rubens, Sam De Grasse, Tom Wilson, Frank Brownlee, Jewel Carmen, George Beranger",An outcast named Lo Dorman encounters a young woman lost in the woods. He defends her from danger in the forest and from Sheriff Dunn.,6.6,126,,,,,9,5
tt0006780,Hell's Hinges,Hell's Hinges,1916,05-03-1916,"Romance, Western",64,USA,English,"Charles Swickard, William S. Hart","C. Gardner Sullivan, C. Gardner Sullivan",Kay-Bee Pictures,"William S. Hart, Clara Williams, Jack Standing, Alfred Hollingsworth, Robert McKim, J. Frank Burke, Louise Glaum","In the wayward western town known as Hell's Hinges, a local tough guy is reformed by the faith of a good woman.",6.8,789,,,,,20,10
tt0006809,His Picture in the Papers,His Picture in the Papers,1916,13-02-1916,Comedy,62,USA,English,John Emerson,"John Emerson, Anita Loos",Fine Arts Film Company,"Douglas Fairbanks, Clarence Handyside, Rene Boucicault, Jean Temple, Charles Butler, Loretta Blake, Homer Hunt, Helena Rupport","A young man can only get the woman he loves if he becomes famous and manages to get his picture in the newspapers. He determines to let nothing stand in the way of his doing exactly that, ...",6,114,$ 42600,,,,7,4
tt0006826,Hoodoo Ann,Hoodoo Ann,1916,26-03-1916,"Comedy, Drama, Romance",65,USA,English,Lloyd Ingraham,D.W. Griffith,Fine Arts Film Company,"Mae Marsh, Robert Harron, William H. Brown, Wilbur Higby, Loyola O'Connor, Mildred Harris, Pearl Elmore, Anna Dodge, Charles Lee, Elmo Lincoln, Robert Lawler, Carl Stockdale","A little orphan girl believes that her life is falling apart. It seems that everything that could possibly go wrong does go wrong. However, certain things happen that begin to make her ...",5.6,826,,,,,11,
tt0006864,Intolerance: Love's Struggle Throughout the Ages,Intolerance: Love's Struggle Throughout the Ages,1916,24-02-1918,"Drama, History",163,USA,,D.W. Griffith,"D.W. Griffith, Anita Loos",Triangle Film Corporation,"Lillian Gish, Mae Marsh, Robert Harron, F.A. Turner, Sam De Grasse, Vera Lewis, Mary Alden, Eleanor Washington, Pearl Elmore, Lucille Browne, Julia Mackley, Miriam Cooper, Walter Long, Tom Wilson, Ralph Lewis","The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",7.8,13116,$ 385907,,,93,105,77
tt0006886,Judex,Judex,1916,19-01-1917,"Adventure, Crime",300,France,French,Louis Feuillade,"Arthur Bernède, Louis Feuillade",Société des Etablissements L. Gaumont,"René Cresté, Musidora, René Poyen, Édouard Mathé, Gaston Michel, Yvonne Dario, Yvette Andréyor, Juliette Clarens, Jean Devalde, Georges Flateau, Louis Leubas, Marcel Lévesque, Olinda Mano",A twelve part serial following the adventures of the masked vigilante Judex as he fights against criminals led by the corrupt banker Favrauxom.,7.4,814,,,,,9,14
tt0007047,The Matrimaniac,The Matrimaniac,1916,16-12-1916,"Comedy, Romance",46,USA,English,Paul Powell,"Octavus Roy Cohen, John Emerson",Fine Arts Film Company,"Douglas Fairbanks, Constance Talmadge, Wilbur Higby, Fred Warren, Clyde E. Hopkins, Winifred Westover","A young couple attempts to elope, with the bride's irate father in hot pursuit. The train stops briefly and the young man dashes off to find a minister, but before he can get himself and ...",6,560,,,,,5,
tt0007183,Pikovaya dama,Pikovaya dama,1916,01-04-1916,"Drama, Fantasy, Horror",63,Russia,Russian,Yakov Protazanov,"Alexander Pushkin, Fyodor Otsep",,"Tamara Duvan, Ivan Mozzhukhin, Vera Orlova, Nikolai Panov, Polikarp Pavlov, Yelizaveta Shebueva","While hosting a game of cards one night, Narumov tells his friends a story about his grandmother, a Countess. As a young woman, she had once incurred an enormous gambling debt, which she ...",7,578,,,,,7,5
tt0007257,Reggie Mixes In,Reggie Mixes In,1916,11-06-1916,"Action, Comedy, Drama",50,USA,English,Christy Cabanne,"Robert M. Baker, Roy Somerville",Fine Arts Film Company,"Douglas Fairbanks, Bessie Love, Joseph Singleton, William Lowery, Wilbur Higby, Frank Bennett, Allan Sears, Lillian Langdon, Alma Rubens, Alberta Lee, Tom Wilson","Reggie, a wealthy young man about town, is eager for excitement, so he takes to visiting the rougher sections of the city in search of thrills. He meets and falls for a cabaret singer, but ...",4.8,553,,,,,4,
tt0007260,The Return of Draw Egan,The Return of Draw Egan,1916,15-10-1916,"Action, Adventure, Romance",50,USA,English,William S. Hart,"C. Gardner Sullivan, C. Gardner Sullivan",Kay-Bee Pictures,"William S. Hart, Margery Wilson, Robert McKim, Louise Glaum, J.P. Lockney","Outlaw leader ""Draw"" Egan, believed dead, turns up in the town of Yellow Dog. The townsfolk believe him to be William Blake, a strong and law-abiding man. They appoint him sheriff to rid ...",6.6,128,,,,,6,1
tt0007309,Schuhpalast Pinkus,Schuhpalast Pinkus,1916,01-05-1916,Comedy,45,Germany,German,Ernst Lubitsch,"Hanns Kräly, Erich Schönfelder",Projektions-AG Union (PAGU),"Ernst Lubitsch, Else Kentner, Guido Herzfeld, Ossi Oswalda, Hanns Kräly, Fritz Rasp, Erich Schönfelder","Sally Pinkus is an German-Jewish boy who takes a job as a shoe store clerk after being expelled from school for goofing around. Soon fired for trying to court the owner's daughter, Pinkus ...",5.6,163,,,,,1,1
tt0007338,Sherlock Holmes,Sherlock Holmes,1916,15-05-1916,Mystery,116,USA,English,Arthur Berthelet,"H.S. Sheldon, William Gillette",The Essanay Film Manufacturing Company,"William Gillette, Marjorie Kay, Ernest Maupain, Edward Fielding, Mario Majeroni, Grace Reals, William Postance, Stewart Robbins, Burford Hampden, Chester Beery, Frank Hamilton, Fred Malatesta, Leona Ball, Hugh Thompson, Ludwig Kreiss","When a couple of swindlers hold young Alice Faulkner against her will in order to discover the whereabouts of letters which could spell scandal for the royal family, Sherlock Holmes is on the case.",6.5,290,,,,,10,16
tt0007340,Shoes,Shoes,1916,26-06-1916,Drama,60,USA,English,Lois Weber,"Stella Wynne Herron, Jane Addams",Universal Film Manufacturing Company,"Mary MacLaren, Harry Griffith, Mattie Witting, Jessie Arnold, William V. Mong","A young working girl must suport her family on only five dollars a week. The strain of trying to feed, house and clothe her mother, her father and three brothers finally gets to be too much...",6.6,182,,,,,1,6
tt0007361,Snow White,Snow White,1916,25-12-1916,"Fantasy, Romance",63,USA,English,J. Searle Dawley,"Winthrop Ames, Winthrop Ames",Famous Players Film Company,"Dorothy Cumming, Creighton Hale, Lionel Braham, Alice Washburn, Marguerite Clark","Snow White is a motherless princess, who arouses the jealousy and hatred of Mary Jane, her mother's former lady-in-waiting, who is the ugliest woman in the kingdom, but aspires to the ...",6.3,333,,,,,13,5
tt0007367,The Social Secretary,The Social Secretary,1916,17-09-1916,"Comedy, Drama",52,USA,English,John Emerson,"John Emerson, Anita Loos",Fine Arts Film Company,"Norma Talmadge, Kate Lester, Helen Weir, Gladden James, Herbert French, Erich von Stroheim, Nathaniel Sack","To avoid unwanted attention at her next job, a young professional disguises herself, leading to some unintended consequences.",5.3,498,,,,,10,2
tt0007558,Where Are My Children?,Where Are My Children?,1916,01-05-1916,Drama,62,USA,English,"Phillips Smalley, Lois Weber","Lucy Payton, Franklyn Hall",Lois Weber Productions,"Tyrone Power Sr., Mrs. Tyrone Power, Marie Walcamp, Cora Drew, Rena Rogers, Alva D. Blake, Juan de la Cruz, C. Norman Hammond, William J. Hope, Marjorie Blynn, William Haben",A District Attorney's outspoken stand on abortion gets him in trouble with the local community.,6.4,544,,,,,25,6
tt0007610,'49-'17,'49-'17,1917,15-10-1917,"Drama, Western",61,USA,English,Ruth Ann Baldwin,"William Wallace Cook, Ruth Ann Baldwin",Universal Film Manufacturing Company,"Joseph W. Girard, Leo Pierson, William Dyer, Mattie Witting, George C. Pearce, Jean Hersholt, Donna Drew",A retired judge comes West to restore a ghost town.,5.8,236,,,,,12,2
tt0007755,Bucking Broadway,Bucking Broadway,1917,24-12-1917,Western,53,USA,English,John Ford,George Hively,Universal Film Manufacturing Company,"Harry Carey, Molly Malone, L.M. Wells, Vester Pegg, William Steele",A ranch foreman battles a rich stockbroker for the affections of a beautiful young woman.,6,434,,,,,9,7
tt0007801,Cleopatra,Cleopatra,1917,14-10-1917,"Biography, Drama, History",125,USA,English,J. Gordon Edwards,"Adrian Johnson, Émile Moreau",Fox Film Corporation,"Theda Bara, Fritz Leiber, Thurston Hall, Alan Roscoe, Herschel Mayall, Dorothy Drake, Delle Duncan, Henri De Vries, Art Acord, Hector V. Sarno, Genevieve Blinn","The story of Cleopatra, the fabulous queen of Egypt, and the epic romances between her and the greatest men of Rome, Julius Caesar and Antony.",6.5,291,$ 500000,,,,3,3
tt0007983,Furcht,Furcht,1917,12-11-1917,Horror,72,Germany,,Robert Wiene,Robert Wiene,,"Bruno Decarli, Bernhard Goetzke, Mechthildis Thein, Conrad Veidt","After years travelling the world, Count Greven returns home with the art treasures he has collected. But his disposition has altered dramatically and he is a troubled man. Will he suffer ...",6.3,110,,,,,3,
tt0008011,A Girl's Folly,A Girl's Folly,1917,26-02-1917,Comedy,65,USA,,Maurice Tourneur,"Frances Marion, Maurice Tourneur",Paragon Films,"Robert Warwick, Doris Kenyon, June Elvidge, Jane Adair, Chester Barnett, Johnny Hines","A restless young girl yearns to leave her rural environment and ""get away from it all"". One day she stumbles upon a film crew shooting a western near her home. She makes friends with the ...",6.2,122,,,,,8,2
tt0008100,Himmelskibet,Himmelskibet,1918,22-02-1918,"Adventure, Fantasy, Sci-Fi",97,Denmark,,Holger-Madsen,"Sophus Michaëlis, Sophus Michaëlis",Nordisk Film,"Gunnar Tolnæs, Zanny Petersen, Nicolai Neiiendam, Alf Blütecher, Svend Kornbeck, Philip Bech, Lilly Jacobson, Frederik Jacobsen, Birger von Cotta-Schønberg, Albert Paul","A group of researchers from Earth travel in a spaceship to Mars, where, to big surprise, they find a peaceful vegetarian and pacifist civilization.",6.6,552,,,,,13,13
tt0008150,Joan the Woman,Joan the Woman,1916,25-12-1916,"Adventure, Drama, History",138,USA,English,Cecil B. DeMille,"Jeanie Macpherson, William C. de Mille",Paramount Pictures,"Geraldine Farrar, Raymond Hatton, Hobart Bosworth, Theodore Roberts, Wallace Reid, Charles Clary, James Neill, Tully Marshall, Lawrence Peyton, Horace B. Carpenter, Cleo Ridgely, Lillian Leighton, Marjorie Daw, Ernest Joy, John Oaker","A WWI English officer is inspired the night before a dangerous mission by a vision of Joan of Arc, whose story he relives.",6.6,474,$ 302976,,,,17,5
tt0008188,The Little American,The Little American,1917,12-07-1917,"Drama, Romance, War",80,USA,English,"Cecil B. DeMille, Joseph Levering",Jeanie Macpherson,Mary Pickford Company,"Mary Pickford, Jack Holt, Raymond Hatton, Hobart Bosworth, Walter Long, James Neill, Ben Alexander, Guy Oliver, Edythe Chapman, Lillian Leighton, DeWitt Jennings","A young American has her ship torpedoed by a German U-boat but makes it back to ancestral home in France, where she witnesses German brutality firsthand.",5.8,581,$ 166949,,,,12,5
tt0008196,The Little Princess,The Little Princess,1917,11-11-1917,Drama,62,USA,English,Marshall Neilan,"Frances Hodgson Burnett, Frances Marion",Mary Pickford Company,"Mary Pickford, Norman Kerry, Katherine Griffith, Anne Schaefer, Zasu Pitts, W.E. Lawrence, Theodore Roberts, Gertrude Short, Gustav von Seyffertitz, Loretta Blake, George A. McDaniel","Little Sara Crewe is placed in a boarding school by her father when he goes off to war, but he does not understand that the headmistress is a cruel, spiteful woman who makes life miserable ...",5.8,623,,,,,3,2
tt0008309,A Modern Musketeer,A Modern Musketeer,1917,30-12-1917,"Adventure, Comedy, Western",68,USA,English,Allan Dwan,"Allan Dwan, E.P. Lyle Jr.",Douglas Fairbanks Pictures,"Douglas Fairbanks, Marjorie Daw, Kathleen Kirkham, Eugene Ormonde, Edythe Chapman, Frank Campeau, Tully Marshall","A restless young man travels west, encountering adventure, romance, and danger.",6.7,250,,,,,11,7
tt0008395,Otets Sergiy,Otets Sergiy,1918,1919,"Biography, Drama, History",112,Russia,,"Yakov Protazanov, Alexandre Volkoff","Leo Tolstoy, Alexandre Volkoff",Yermoliev,"Ivan Mozzhukhin, Olga Kondorova, V. Dzheneyeva, Vladimir Gajdarov, Nikolai Panov, Nathalie Lissenko, Iona Talanov, Vera Orlova, Pyotr Baksheyev, Polikarp Pavlov, Nicolas Rimsky","Prince Kasatsky is a just and proud youth, shock and disappointment with the world bring him to church, he becomes father Sergius. It is a story of his piety and temptation.",7.2,425,,,,,6,2
tt0008443,The Poor Little Rich Girl,The Poor Little Rich Girl,1917,05-03-1917,"Comedy, Drama, Family",65,USA,English,Maurice Tourneur,"Eleanor Gates, Frances Marion",Artcraft Pictures Corporation,"Mary Pickford, Madlaine Traverse, Charles Wellesley, Gladys Fairbanks, Frank McGlynn Sr., Emile La Croix, Marcia Harris, Charles Craig, Frank Andrews, Herbert Prior, George Gernon, Maxine Elliott Hicks",The wealthy but selfish parents of a lonely young girl begin to rethink what is important to them after a servant's irresponsibility results in a crisis.,6.7,1224,,,,,16,13
tt0008489,"Raffles, the Amateur Cracksman","Raffles, the Amateur Cracksman",1917,15-12-1917,"Adventure, Crime, Romance",70,USA,English,George Irving,"E.W. Hornung, Anthony Paul Kelly",Hyclass Producing Company,"John Barrymore, Christine Mayo, H. Cooper Cliffe, Frank Morgan, Dudley Hill, Kathryn Adams, Evelyn Brent, Mathilde Brundage, Mike Donlin, Frederick Perry, Nita Allen",Gentleman burglar Raffles tries to get his hand on a priceless pearl.,6.5,116,,,,,2,3
tt0008499,Rebecca of Sunnybrook Farm,Rebecca of Sunnybrook Farm,1917,22-09-1917,"Comedy, Drama",78,USA,English,Marshall Neilan,"Frances Marion, Charlotte Thompson",Mary Pickford Company,"Mary Pickford, Eugene O'Brien, Helen Jerome Eddy, Charles Ogle, Marjorie Daw, Mayme Kelso, Jane Wolfe, Josephine Crowell, Jack McDonald, Violet Wilkey, F.A. Turner, Kate Toncray, Emily Gerdes","With her family in financial difficulties, Rebecca is sent to live with her two strict, unfeeling aunts, who do not appreciate the young girl's charm and energy. Rebecca must make new ...",6.2,743,,,,,8,5
tt0008519,A Romance of the Redwoods,A Romance of the Redwoods,1917,14-05-1917,"Adventure, Comedy, Drama",70,USA,,Cecil B. DeMille,"Cecil B. DeMille, Jeanie Macpherson",Artcraft Pictures Corporation,"Mary Pickford, Elliott Dexter, Tully Marshall, Raymond Hatton, Charles Ogle, Walter Long, Winter Hall",A young girl travels west to live with her uncle during the California Gold Rush only to find that he has been killed by Indians and his identity assumed by an outlaw.,5.7,712,$ 134832,,,,12,3
tt0008536,Satana likuyushchiy,Satana likuyushchiy,1917,21-10-1917,Drama,87,Russia,,Yakov Protazanov,Olga Blazhevich,Yermoliev,"Ivan Mozzhukhin, Nathalie Lissenko, Polycarpe Pavloff, Aleksandr Chabrov, Vera Orlova",,6.9,136,,,,,1,
tt0008634,Straight Shooting,Straight Shooting,1917,27-08-1917,Western,57,USA,English,John Ford,George Hively,Universal Film Manufacturing Company,"Harry Carey, Duke R. Lee, George Berrell, Molly Malone, Ted Brooks, Hoot Gibson, Milton Brown, Vester Pegg","Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.",6.2,335,,,,,8,10
tt0008663,Terje Vigen,Terje Vigen,1917,29-01-1917,"Drama, War",48,Sweden,,Victor Sjöström,Henrik Ibsen,Svenska Biografteatern AB,"Victor Sjöström, August Falck, Edith Erastoff, Bergliot Husberg","Terje Vigen, a sailor, suffers the loss of his family through the cruelty of another man. Years later, when his enemy's family finds itself dependent on Terje's beneficence, Terje must ...",7.4,1384,SEK 60000,,,,11,9
tt0008672,Thomas Graals bästa film,Thomas Graals bästa film,1917,13-08-1917,Comedy,90,Sweden,,Mauritz Stiller,Gustaf Molander,Svenska Biografteatern AB,"Victor Sjöström, Karin Molander, Albin Lavén, Jenny Tschernichin-Larsson, Axel Nilsson, Adolf Blomstedt, Gustaf Boge, Gucken Cederborg, Emma Dietrichs, Emil Fjellström, Henrik Jaenzon, William Larsson, Thyra Leijman-Uppström, Nils Lundell, Torsten Winge","Thomas Graal's a screenwriter, is very fond of his secretary Bessie. Overtaken by a kiss by Thomas she runs away. In his misfortune Thomas writes a screenplay inspired by Bessie. But she has not been really honest with him .",6.2,175,,,,,4,
tt0008679,Tillie Wakes Up,Tillie Wakes Up,1917,29-01-1917,Comedy,48,USA,,Harry Davenport,"Frances Marion, Mark Swan",Peerless Productions,"Marie Dressler, Johnny Hines, Frank Beamish, Rubye De Remer, Ruth Barrett, Jack Brawn","On the third floor of the apartment house at 003 Findlet Avenue lived Mr. and Mrs. Henry Tinkelpaw. The neighbors said it was a shame the way he neglected his poor wife, but Tillie's ...",4.8,479,,,,,4,
tt0008687,Tom Sawyer,Tom Sawyer,1917,10-12-1917,"Adventure, Comedy, Drama",59,USA,English,William Desmond Taylor,"Mark Twain, Julia Crawford Ivers",Oliver Morosco Photoplay Company,"Jack Pickford, George Hackathorne, Alice Marvin, Edythe Chapman, Robert Gordon, Antrim Short, Clara Horton, Helen Gilmore, Carl Goetz","Tom Sawyer, a young Missouri lad, finds fun and adventure with his pals Joe Harper and Huckleberry Finn, running away to hide out on Jackson's Island and pretending to be Mississippi River ...",6.2,132,,,,,8,2
tt0008710,Tösen från Stormyrtorpet,Tösen från Stormyrtorpet,1917,10-09-1917,Drama,87,Sweden,,Victor Sjöström,"Ester Julin, Selma Lagerlöf",Svenska Biografteatern AB,"Greta Almroth, Nils Aréhn, Josua Bengtson, Georg Blomstedt, Thekla Borgh, Gösta Cederlund, Lars Hanson, William Larsson, Karin Molander, Edla Rothgardt, Concordia Selander, Hjalmar Selander, Jenny Tschernichin-Larsson","Helga is a young single lady who has a baby by a much older married man. After the older man tells Helga's father that he refuses to pay child support because he isn't the child's father, ...",6.7,138,,,,,1,2
tt0008775,Wild and Woolly,Wild and Woolly,1917,24-06-1917,"Comedy, Western, Romance",72,USA,English,John Emerson,"Horace B. Carpenter, Anita Loos",Douglas Fairbanks Pictures,"Douglas Fairbanks, Eileen Percy, Calvert Carter, Charles Stevens, Sam De Grasse","A rich young Easterner who has always wanted to live in ""the Wild West"" plans to move to a Western town. Unknown to him, the town's ""wild"" days are long gone, and it is an orderly, ...",6.5,537,,,,,7,2
tt0008827,Amarilly of Clothes-Line Alley,Amarilly of Clothes-Line Alley,1918,11-03-1918,"Comedy, Romance",67,USA,English,Marshall Neilan,"Frances Marion, Belle K. Maniates",Mary Pickford Company,"Mary Pickford, William Scott, Kate Price, Ida Waterman, Norman Kerry, Fred Goodwins, Margaret Landis, Tom Wilson","Amarilly comes from a large family in a working-class neighborhood. She is happy with her family and her boyfriend Terry, a bartender in a cafe. But one day she meets Gordon, a sculptor who...",5.9,730,,,,,9,5
tt0008843,Az aranyember,Az aranyember,1919,20-01-1919,Drama,83,Hungary,,Alexander Korda,"Mór Jókai, Ladislaus Vajda",Corvin Film,"Oscar Beregi Sr., Gábor Rajnay, Ica von Lenkeffy, Margit Makay, Lili Berky, Jenõ Horváth, Mari K. Demjén, Szeréna S. Fáy, Gyula Bartos, Gusztáv Vándory, Gyula Szöreghy, József Kürthy","The adventures of captain Mihály Tímár, who aids a persecuted Turkish Pasha and his daughter in their escape across the Donau. After the Pasha dies, the captain acquires his fortune and ...",6,114,,,,,,1
tt0008854,Die Augen der Mumie Ma,Die Augen der Mumie Ma,1918,03-10-1918,"Drama, Horror",63,Germany,German,Ernst Lubitsch,"Hanns Kräly, Emil Rameau",Projektions-AG Union (PAGU),"Pola Negri, Emil Jannings, Harry Liedtke, Max Laurence, Margarete Kupfer","A girl is kidnapped and held captive in an ancient Egyptian temple. She is rescued and flees to England, but soon finds that her mysterious captor is still haunting her.",5.5,533,,,,,16,15
tt0008879,Berg-Ejvind och hans hustru,Berg-Ejvind och hans hustru,1918,01-01-1918,Drama,136,Sweden,,Victor Sjöström,"Victor Sjöström, Sam Ask",Svenska Biografteatern AB,"Victor Sjöström, Edith Erastoff, John Ekman, Nils Aréhn, Jenny Tschernichin-Larsson, William Larsson, Artur Rolén, Sigurd Wallén, Emil Fjellström, Hildur Carlberg, Edith Wallén, Harald Wehlnor, Thure Holm, Gucken Cederborg, Nils Elffors","A stranger comes to work at widow Halla's farm. Halla and the stranger fall in love, but when he is revealed as Eyvind, an escaped thief forced into crime by his family's starvation, they ...",7.3,1411,SEK 100000,,,,11,17
tt0008891,The Blue Bird,The Blue Bird,1918,31-03-1918,Fantasy,75,USA,English,Maurice Tourneur,"Maurice Maeterlinck, Charles Maigne",Paramount Pictures,"Tula Belle, Robin Macdougall, Edwin E. Reed, Emma Lowry, William J. Gross, Florence Anderson, Edward Elkas, Katherine Bianchi, Lillian Cook, Gertrude McCoy, Lyn Donelson, Charles Ascot, Tom Corless, Mary Kennedy, Eleanor Masters","Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the...",7,739,,,,,20,10
